DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,Latitude,Longitude,FRP
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,PACAJÁ,Amazônia,14.0,0.0,0.95,-3.5275,-50.76468,7.6
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,SENADOR JOSÉ PORFÍRIO,Amazônia,19.0,0.0,0.92,-3.77883,-51.81612,9.5
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,MARABÁ,Amazônia,4.0,0.0,1.0,-5.26847,-50.68799,9.9
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,NOVO REPARTIMENTO,Amazônia,16.0,0.0,1.0,-4.29257,-50.56659,53.6
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,PORTEL,Amazônia,8.0,0.0,0.79,-3.25201,-50.57579,19.5
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,PACAJÁ,Amazônia,6.0,0.0,0.75,-3.32949,-50.22403,13.8
2024/12/01 17:45:00,AQUA_M-T,Brasil,AMAPÁ,MAZAGÃO,Amazônia,-999.0,0.89,0.7,-0.18135,-51.41703,40.7
2024/12/01 17:43:00,AQUA_M-T,Brasil,MARANHÃO,MARACAÇUMÉ,Amazônia,19.0,0.0,1.0,-2.21942,-46.12623,18.1
2024/12/01 17:45:00,AQUA_M-T,Brasil,PARÁ,PRAINHA,Amazônia,16.0,0.0,1.0,-2.26804,-53.61696,331.5
2024/12/01 17:45:00,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazônia,5.0,0.0,0.56,0.91012,-59.46106,102.2
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,PRAINHA,Amazônia,15.0,0.19,0.98,-2.5707,-53.38924,273.6
2024/12/01 17:43:00,AQUA_M-T,Brasil,MARANHÃO,MARANHÃOZINHO,Amazônia,13.0,0.0,1.0,-2.3784,-45.95762,42.4
2024/12/01 17:45:00,AQUA_M-T,Brasil,PARÁ,GURUPÁ,Amazônia,5.0,6.81,0.11,-0.81995,-51.61861,29.5
2024/12/01 17:45:00,AQUA_M-T,Brasil,AMAPÁ,PRACUÚBA,Amazônia,8.0,0.0,0.83,1.65764,-50.77124,8.6
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,SÃO FÉLIX DO XINGU,Amazônia,4.0,0.0,0.99,-5.77144,-51.29947,186.7
2024/12/01 17:45:00,AQUA_M-T,Brasil,PARÁ,ALENQUER,Amazônia,0.0,0.0,0.59,-1.45262,-55.19686,22.8
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,ANAPU,Amazônia,5.0,0.0,0.86,-3.96774,-51.26851,7.1
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,TOMÉ-AÇU,Amazônia,6.0,0.0,0.88,-2.54928,-48.40656,9.3
2024/12/01 17:45:00,AQUA_M-T,Brasil,PARÁ,ÓBIDOS,Amazônia,5.0,0.0,0.61,-1.33856,-55.67422,22.4
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,MOJUÍ DOS CAMPOS,Amazônia,6.0,0.0,0.92,-3.13499,-54.5333,95.2
2024/12/01 17:45:00,AQUA_M-T,Brasil,PARÁ,PRAINHA,Amazônia,14.0,0.66,1.0,-2.03484,-53.50368,15.6
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,NOVO REPARTIMENTO,Amazônia,15.0,0.0,0.89,-4.28015,-50.67415,9.4
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,BRASIL NOVO,Amazônia,16.0,0.0,1.0,-2.8351,-52.59772,22.6
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,MOJU,Amazônia,6.0,0.0,0.41,-2.98516,-49.43593,27.2
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,TAILÂNDIA,Amazônia,11.0,2.39,0.56,-2.86651,-48.56182,56.6
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,ANAPU,Amazônia,12.0,1.65,0.52,-2.80094,-51.48539,8.6
2024/12/01 17:45:00,AQUA_M-T,Brasil,PARÁ,ÓBIDOS,Amazônia,12.0,0.0,0.76,-1.90393,-55.22285,28.0
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,GOIANÉSIA DO PARÁ,Amazônia,12.0,0.0,1.0,-3.97224,-49.0529,6.9
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,RONDON DO PARÁ,Amazônia,10.0,0.06,0.85,-4.32907,-48.09187,22.3
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,DOM ELISEU,Amazônia,6.0,0.0,0.76,-4.01697,-47.97091,6.4
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,5.0,0.0,1.0,-2.63031,-46.96214,10.5
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,SENADOR JOSÉ PORFÍRIO,Amazônia,17.0,0.0,0.94,-3.67921,-51.69779,31.9
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,MOJU,Amazônia,5.0,3.14,0.19,-2.45136,-49.20156,11.3
2024/12/01 17:43:00,AQUA_M-T,Brasil,MARANHÃO,CENTRO NOVO DO MARANHÃO,Amazônia,6.0,0.0,0.98,-2.46871,-46.28801,32.0
2024/12/01 17:45:00,AQUA_M-T,Brasil,PARÁ,ÓBIDOS,Amazônia,5.0,0.0,0.62,-1.32616,-55.67604,13.1
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,PRAINHA,Amazônia,14.0,0.0,1.0,-2.61381,-53.35136,34.7
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,CAMETÁ,Amazônia,5.0,0.08,0.74,-2.3633,-49.72182,10.9
2024/12/01 17:43:00,AQUA_M-T,Brasil,MARANHÃO,TURIAÇU,Amazônia,105.0,0.0,1.0,-1.73492,-45.61774,28.1
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,MEDICILÂNDIA,Amazônia,9.0,0.0,1.0,-3.37248,-53.20727,36.9
2024/12/01 17:45:00,AQUA_M-T,Brasil,AMAPÁ,PRACUÚBA,Amazônia,9.0,0.0,1.0,1.66776,-50.76373,7.0
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,NOVO REPARTIMENTO,Amazônia,16.0,0.0,0.96,-4.38836,-50.65185,10.2
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,BREU BRANCO,Amazônia,9.0,0.0,0.4,-3.63919,-49.61134,32.2
2024/12/01 17:45:00,AQUA_M-T,Brasil,PARÁ,PRAINHA,Amazônia,16.0,0.0,1.0,-2.26612,-53.60393,155.6
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,SENADOR JOSÉ PORFÍRIO,Amazônia,7.0,4.29,0.33,-2.79741,-51.90762,49.3
2024/12/01 17:45:00,AQUA_M-T,Brasil,PARÁ,ORIXIMINÁ,Amazônia,4.0,0.0,0.74,-1.4065,-55.87454,24.6
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,BAGRE,Amazônia,-999.0,1.34,0.69,-1.99101,-50.40979,17.1
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,PRAINHA,Amazônia,15.0,0.0,1.0,-2.62615,-53.36267,3079.7
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,BAIÃO,Amazônia,11.0,0.0,0.85,-3.6421,-49.89787,8.9
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,PACAJÁ,Amazônia,7.0,0.0,0.87,-3.40423,-50.22514,29.8
2024/12/01 17:45:00,AQUA_M-T,Brasil,PARÁ,GURUPÁ,Amazônia,5.0,2.72,0.33,-1.2366,-51.62223,14.8
2024/12/01 17:45:00,AQUA_M-T,Brasil,AMAPÁ,MAZAGÃO,Amazônia,-999.0,1.68,0.91,-0.35949,-51.43608,10.9
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,ANAPU,Amazônia,12.0,0.0,0.92,-3.63483,-51.45327,12.5
2024/12/01 17:43:00,AQUA_M-T,Brasil,MARANHÃO,ARARI,Amazônia,22.0,0.34,1.0,-3.56914,-44.62532,17.0
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,SENADOR JOSÉ PORFÍRIO,Amazônia,20.0,0.18,0.98,-3.60903,-52.01204,6.3
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,BAIÃO,Amazônia,7.0,0.0,0.37,-2.95058,-49.58118,47.9
2024/12/01 17:45:00,AQUA_M-T,Brasil,AMAPÁ,VITÓRIA DO JARI,Amazônia,5.0,5.15,0.48,-0.89022,-51.77659,14.8
2024/12/01 17:45:00,AQUA_M-T,Brasil,PARÁ,MELGAÇO,Amazônia,5.0,5.12,0.18,-1.77,-50.85822,5.3
2024/12/01 17:45:00,AQUA_M-T,Brasil,AMAPÁ,VITÓRIA DO JARI,Amazônia,5.0,3.86,0.29,-1.00901,-51.84752,7.2
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,PORTEL,Amazônia,8.0,0.0,0.48,-3.25896,-50.05112,5.8
2024/12/01 17:43:00,AQUA_M-T,Brasil,MARANHÃO,LUÍS DOMINGUES,Amazônia,-999.0,0.0,0.97,-1.36514,-45.82714,19.8
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,DOM ELISEU,Amazônia,4.0,0.0,0.81,-3.99741,-48.34866,10.6
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,TAILÂNDIA,Amazônia,6.0,0.45,0.78,-2.76737,-48.57305,9.5
2024/12/01 17:43:00,AQUA_M-T,Brasil,MARANHÃO,BOA VISTA DO GURUPI,Amazônia,35.0,0.0,1.0,-1.78011,-46.13904,10.7
2024/12/01 17:45:00,AQUA_M-T,Brasil,AMAPÁ,MAZAGÃO,Amazônia,5.0,6.76,0.12,-0.72918,-51.69756,7.6
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,NOVA ESPERANÇA DO PIRIÁ,Amazônia,3.0,0.0,0.89,-2.47047,-46.57052,22.0
2024/12/01 17:45:00,AQUA_M-T,Brasil,AMAPÁ,MAZAGÃO,Amazônia,-999.0,1.47,0.56,-0.30223,-51.42532,10.9
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,NOVO REPARTIMENTO,Amazônia,9.0,0.0,0.85,-4.11687,-50.49946,15.1
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,PACAJÁ,Amazônia,16.0,0.0,0.86,-4.20024,-50.69125,8.3
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,IPIXUNA DO PARÁ,Amazônia,6.0,0.0,0.95,-2.439,-47.7239,7.7
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,ITUPIRANGA,Amazônia,5.0,0.0,1.0,-5.20354,-50.48867,13.8
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,BAIÃO,Amazônia,13.0,0.0,0.49,-3.2548,-49.89719,14.8
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,NOVO REPARTIMENTO,Amazônia,5.0,0.0,0.96,-4.90242,-50.70619,6.3
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,MOJU,Amazônia,6.0,0.19,0.53,-2.55649,-48.90413,19.8
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,PLACAS,Amazônia,5.0,0.0,0.96,-3.95856,-54.65363,14.9
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,RURÓPOLIS,Amazônia,4.0,0.0,0.41,-4.32238,-55.18242,138.2
2024/12/01 17:45:00,AQUA_M-T,Brasil,RORAIMA,NORMANDIA,Amazônia,12.0,0.0,1.0,3.62026,-60.39449,79.1
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,URUARÁ,Amazônia,17.0,0.0,0.98,-3.53111,-53.51509,37.4
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,OEIRAS DO PARÁ,Amazônia,6.0,0.0,0.37,-2.78475,-49.83352,10.1
2024/12/01 17:45:00,AQUA_M-T,Brasil,AMAPÁ,PRACUÚBA,Amazônia,9.0,0.0,0.77,1.66519,-50.78134,25.9
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,VISEU,Amazônia,6.0,0.2,0.93,-1.80465,-46.65182,29.1
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,NOVO REPARTIMENTO,Amazônia,1.0,14.67,0.01,-4.42139,-49.72862,16.0
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,MOJU,Amazônia,8.0,0.0,1.0,-2.96546,-49.05342,11.9
2024/12/01 17:45:00,AQUA_M-T,Brasil,AMAPÁ,MAZAGÃO,Amazônia,-999.0,1.08,0.69,-0.13367,-51.47166,7.2
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,PACAJÁ,Amazônia,8.0,0.0,0.92,-3.53723,-50.18435,12.9
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,TOMÉ-AÇU,Amazônia,5.0,1.51,0.41,-2.20725,-48.34269,9.7
2024/12/01 17:45:00,AQUA_M-T,Brasil,AMAPÁ,VITÓRIA DO JARI,Amazônia,5.0,1.81,0.82,-1.13151,-52.09596,16.2
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,PACAJÁ,Amazônia,8.0,0.0,0.85,-3.50477,-50.22318,27.5
2024/12/01 17:43:00,AQUA_M-T,Brasil,MARANHÃO,BREJO DE AREIA,Amazônia,6.0,0.0,0.98,-4.53326,-45.70758,21.1
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,PORTEL,Amazônia,6.0,0.08,0.65,-1.96339,-50.85543,8.1
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,IGARAPÉ-MIRI,Amazônia,-999.0,7.29,0.06,-2.03838,-48.9628,10.5
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,NOVA ESPERANÇA DO PIRIÁ,Amazônia,6.0,0.1,0.96,-2.30068,-46.89802,9.0
2024/12/01 17:43:00,AQUA_M-T,Brasil,MARANHÃO,SATUBINHA,Amazônia,16.0,0.0,1.0,-3.96796,-45.28154,14.3
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,PORTEL,Amazônia,14.0,0.0,0.94,-3.15747,-50.87738,9.1
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,MOCAJUBA,Amazônia,5.0,1.05,0.25,-2.50006,-49.33114,11.0
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,MARABÁ,Amazônia,3.0,0.1,0.99,-5.55153,-50.27936,9.9
2024/12/01 17:45:00,AQUA_M-T,Brasil,PARÁ,MARACANÃ,Amazônia,7.0,0.35,0.91,-0.85352,-47.55499,14.0
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,PRAINHA,Amazônia,16.0,0.0,1.0,-2.41733,-54.00882,17.4
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,BOM JESUS DO TOCANTINS,Amazônia,5.0,0.0,0.63,-4.83378,-48.69407,6.8
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,ANAPU,Amazônia,15.0,0.97,0.68,-2.9011,-51.58293,25.8
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,URUARÁ,Amazônia,15.0,0.0,1.0,-3.63189,-53.57915,14.6
2024/12/01 17:43:00,AQUA_M-T,Brasil,MARANHÃO,BURITICUPU,Amazônia,12.0,0.41,0.97,-4.4346,-46.29016,46.1
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,MARABÁ,Amazônia,2.0,0.0,1.0,-5.67915,-49.75946,15.9
2024/12/01 17:45:00,AQUA_M-T,Brasil,AMAPÁ,OIAPOQUE,Amazônia,3.0,0.0,1.0,3.54818,-51.41291,10.0
2024/12/01 17:45:00,AQUA_M-T,Brasil,PARÁ,ÓBIDOS,Amazônia,8.0,0.0,0.67,-1.6886,-55.46981,68.9
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,SANTARÉM,Amazônia,24.0,0.0,1.0,-2.63368,-54.22525,64.5
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,URUARÁ,Amazônia,15.0,0.0,1.0,-3.32896,-53.54186,28.0
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,ANAPU,Amazônia,15.0,1.1,0.65,-2.8917,-51.5843,9.8
2024/12/01 17:45:00,AQUA_M-T,Brasil,AMAPÁ,MAZAGÃO,Amazônia,4.0,3.99,0.38,-0.0678,-51.65059,7.6
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,NOVO REPARTIMENTO,Amazônia,10.0,0.0,1.0,-4.78224,-49.86195,7.5
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,VISEU,Amazônia,7.0,0.2,0.98,-1.80306,-46.64085,68.0
2024/12/01 17:45:00,AQUA_M-T,Brasil,PARÁ,ALENQUER,Amazônia,3.0,0.0,0.86,-1.63511,-55.02256,194.7
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,SÃO FÉLIX DO XINGU,Amazônia,4.0,0.0,0.19,-5.65429,-51.47432,15.1
2024/12/01 17:43:00,AQUA_M-T,Brasil,MARANHÃO,GOVERNADOR NUNES FREIRE,Amazônia,57.0,0.22,1.0,-1.8806,-45.83369,33.6
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,SENADOR JOSÉ PORFÍRIO,Amazônia,20.0,0.0,0.93,-3.80358,-51.92146,50.0
2024/12/01 17:45:00,AQUA_M-T,Brasil,AMAZONAS,NHAMUNDÁ,Amazônia,4.0,0.22,0.23,-1.91919,-57.0447,30.1
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,NOVO REPARTIMENTO,Amazônia,1.0,9.22,0.12,-4.40246,-49.78607,9.1
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,PRAINHA,Amazônia,15.0,0.21,0.98,-2.57256,-53.40212,963.9
2024/12/01 17:45:00,AQUA_M-T,Brasil,RORAIMA,BONFIM,Amazônia,15.0,0.0,1.0,3.26341,-60.13224,69.6
2024/12/01 17:43:00,AQUA_M-T,Brasil,MARANHÃO,ITINGA DO MARANHÃO,Amazônia,6.0,0.0,0.88,-4.02126,-47.00178,12.0
2024/12/01 17:43:00,AQUA_M-T,Brasil,MARANHÃO,PINHEIRO,Amazônia,22.0,0.0,1.0,-2.43168,-45.09114,16.3
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,MEDICILÂNDIA,Amazônia,10.0,0.0,0.92,-3.3743,-53.21992,91.8
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,PACAJÁ,Amazônia,7.0,0.0,0.62,-3.3036,-50.10852,41.3
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,SANTARÉM,Amazônia,13.0,0.0,1.0,-3.03071,-54.18916,14.5
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,NOVO REPARTIMENTO,Amazônia,16.0,0.0,1.0,-4.29393,-50.57599,9.9
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,SENADOR JOSÉ PORFÍRIO,Amazônia,7.0,3.92,0.54,-2.79591,-51.89719,15.2
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,PACAJÁ,Amazônia,5.0,0.0,0.85,-4.26167,-50.85753,12.8
2024/12/01 17:43:00,AQUA_M-T,Brasil,MARANHÃO,ALTO ALEGRE DO PINDARÉ,Amazônia,8.0,0.0,1.0,-4.09149,-46.23865,20.1
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,MARABÁ,Amazônia,3.0,0.0,0.67,-5.55018,-50.27002,8.6
2024/12/01 17:43:00,AQUA_M-T,Brasil,MARANHÃO,BOM JESUS DAS SELVAS,Amazônia,6.0,0.0,0.99,-4.50683,-46.7386,41.7
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,TOMÉ-AÇU,Amazônia,6.0,0.0,1.0,-2.4678,-48.36051,25.5
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,MARABÁ,Amazônia,5.0,0.0,0.78,-5.26983,-50.69768,6.7
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,NOVO REPARTIMENTO,Amazônia,13.0,0.0,0.89,-4.4782,-50.76929,8.6
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,SANTARÉM,Amazônia,13.0,0.0,1.0,-2.9172,-54.12132,52.7
2024/12/01 17:45:00,AQUA_M-T,Brasil,PARÁ,JURUTI,Amazônia,5.0,0.0,0.64,-2.26771,-56.01651,30.8
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,RONDON DO PARÁ,Amazônia,4.0,0.0,0.84,-4.51928,-48.68734,34.3
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,BAIÃO,Amazônia,13.0,0.0,0.44,-3.44359,-49.73974,8.2
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,PACAJÁ,Amazônia,5.0,0.0,0.85,-4.26948,-50.84662,49.5
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,NOVO REPARTIMENTO,Amazônia,5.0,0.0,1.0,-4.61035,-50.53439,19.4
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,ABAETETUBA,Amazônia,4.0,8.45,0.06,-1.77666,-48.86856,5.5
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,SENADOR JOSÉ PORFÍRIO,Amazônia,20.0,0.2,0.87,-3.59773,-52.00262,110.0
2024/12/01 17:45:00,AQUA_M-T,Brasil,PARÁ,ORIXIMINÁ,Amazônia,4.0,2.43,0.2,-0.85118,-57.65295,156.2
2024/12/01 17:45:00,AQUA_M-T,Brasil,PARÁ,ORIXIMINÁ,Amazônia,18.0,0.0,1.0,1.1606,-56.00509,25.3
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,BOM JESUS DO TOCANTINS,Amazônia,4.0,0.0,0.33,-4.81338,-48.61613,69.9
2024/12/01 17:45:00,AQUA_M-T,Brasil,AMAZONAS,NHAMUNDÁ,Amazônia,7.0,0.0,0.52,-1.11667,-58.01652,22.4
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,TOMÉ-AÇU,Amazônia,6.0,0.1,0.91,-2.58409,-48.2067,9.1
2024/12/01 17:43:00,AQUA_M-T,Brasil,PARÁ,BAIÃO,Amazônia,13.0,0.0,0.49,-3.25609,-49.90607,14.9
